timestamp,altitude,speed,battery_level,gps_lat,gps_lon
0,687.0332625984165,227.68573130804836,67.39253115533174,-7.273547704683983,112.74313422991688
1,4701.280719382288,260.31317526948186,86.93711822343259,-7.278614315211001,112.73772836443702
2,2452.8822321475927,146.54770451132796,90.92833992937229,-7.267627263134013,112.74659828142535
3,2993.668316397539,201.81013754217372,79.1379062467069,-7.262291711860134,112.73100679506754
4,4305.398862019055,64.74303441829976,54.27808196948368,-7.267531388119735,112.74724467439196
5,201.29206430722454,242.26601875408784,30.04543572973324,-7.273018088685571,112.73897311308578
6,1466.9231137245902,237.21200575498554,68.4099886991435,-7.260939584409454,112.74163100088013
7,150.10958587867867,86.31650368181516,65.75115898881872,-7.270928219458606,112.74663442043104
8,3883.842459573547,139.67985983137388,70.2249799646048,-7.276517958816089,112.74676130427592
9,1118.348857923364,174.506013869076,78.95719412638223,-7.272927917581371,112.73611379080258
10,1547.3083218868887,179.18840282894308,97.4890873982605,-7.262972738739263,112.74439928261073
11,2075.4569632947905,75.91511356621501,60.14315319299367,-7.273430766966248,112.74268279202349
12,278.5704028552811,264.1447626943363,82.86394960927315,-7.26632733426024,112.73700306966053
13,1045.55324376303,243.57446958510778,93.60300619152869,-7.275196872975847,112.73954067098838
14,3828.245792881724,211.7689134614272,96.56957545643661,-7.263010910569676,112.73171724309026
15,4583.14766742646,97.84392926022869,21.092256105927845,-7.271069583468701,112.74663479981129
16,1742.691663531209,239.30966559436703,46.075366495603745,-7.261907954868342,112.73047585631525
17,3914.359439073733,115.54327389059077,36.47610076416123,-7.279274115655924,112.73900817941974
18,674.9858638266828,189.8462273788891,71.68626613604714,-7.27230061613233,112.7492917217189
19,1254.6191168210096,288.90858603559076,82.26896365176596,-7.2693851015423485,112.74863401175958
20,475.28128891386274,246.726155004191,34.26635439139431,-7.270676745668646,112.7488065442657
21,4667.73433543255,162.19003867470192,84.99858071652824,-7.276414196973789,112.74215950841669
22,1466.5578510512712,123.29082725692584,33.04486553635304,-7.266621798588779,112.74740740693011
23,506.43659047382147,70.70482392086848,83.02359085020143,-7.276584370607789,112.73070179245248
24,1930.6614762084005,101.59177065899901,93.46708895905803,-7.272525051461934,112.74654025928047
25,3369.492589595942,272.6186663644307,89.46028030669251,-7.262104483235023,112.74222616367453
26,4837.577016975666,85.95928292096555,36.81600013455589,-7.260340137709677,112.73140023750554
27,3706.920560138169,226.69293325747705,94.12960698924739,-7.262492706996317,112.7347876821638
28,4398.633912905101,283.21518951415294,76.00840726750607,-7.276154070922466,112.73545269548406
29,2114.4496220188084,283.62433973080704,29.096033917791573,-7.274593061465035,112.738159444738
30,208.97278896319781,207.84968702469305,42.86382196322171,-7.270283864190925,112.7397692876712
31,1828.5338162790306,60.0082935197035,97.82417626467725,-7.277102441995272,112.7374778341857
32,1115.3424618106214,290.90925799610403,31.802690654563115,-7.2618502262745945,112.7314460203608
33,3144.3937374314933,257.87945677407356,22.62262710806209,-7.264479527920967,112.73777317447316
34,1502.361643252369,80.58816983126155,60.022508362905775,-7.265409724174206,112.73391002310285
35,3429.1957408594026,228.52802148666711,66.62321438151969,-7.277295116601092,112.73719176258881
36,1218.8389826452888,287.94512924015385,95.94676216973946,-7.261935326774039,112.73296092751545
37,2913.1360443343756,267.06804499168754,80.56284238663937,-7.264291032082832,112.74078719004135
38,3125.093758681354,132.5491791241215,60.757919148608515,-7.2760340193549915,112.73993523663434
39,1356.5175432694082,144.49352093143926,54.23503877189078,-7.266164064617702,112.73912386508876
40,1921.306844527513,133.07973324962865,23.843718178786553,-7.272433550662008,112.73471212133902
41,3803.149481918545,152.7085729907326,80.2966937902803,-7.260765206340086,112.74236542514429
42,2893.521691135715,224.01091606402804,50.37882497984705,-7.260844584413524,112.74237867945536
43,4335.553437499596,160.4634807778634,42.87397525861068,-7.274356989967457,112.7444377097836
44,838.9923413738011,170.30883818739085,72.26512907440207,-7.261608507649197,112.74753767852404
45,4817.398332472145,287.4863225034437,54.67346825286736,-7.277016328984757,112.7381572692037
46,1251.348125351932,223.99539324569378,32.63808640631613,-7.272487461985554,112.73966998881781
47,1835.7093590631673,210.04320545225494,55.36116615687153,-7.273328946415324,112.74883721818883
48,1334.6378008464824,267.8018607848593,76.9186744836203,-7.263430418990895,112.7410334810694
49,1757.0924899950312,84.2951310281679,40.116693288126235,-7.276276951506644,112.73361478366365
50,4748.774598168597,159.46938698964652,58.20831168040732,-7.270740109159345,112.73401239370503
51,3525.0130453869674,266.0121518425284,21.92877289662838,-7.262459937450795,112.74852033613374
52,3930.242440411669,129.32609268640775,97.64920116673414,-7.268423309401398,112.74578904868135
53,2050.7973933895073,119.40597440541848,87.92340589846675,-7.261603128792976,112.74638108912205
54,1159.9813386129747,82.64749198863487,68.56281720148793,-7.262002853810738,112.73915105147904
55,4629.747709639053,111.89268111188326,63.52370189324445,-7.267321127970725,112.73170765149052
56,1434.445425586476,74.90885132240264,26.34098354621136,-7.270735069376026,112.74660227539368
57,3997.22074998517,293.41315798441167,73.5115560329331,-7.273528584425645,112.73163559194833
58,1436.8772501204128,143.8867768650081,80.4580570793521,-7.27179955531695,112.74251473281979
59,210.49891625373547,76.90306589993942,40.58442486146534,-7.270195654453687,112.74666115873923
60,3671.702788196316,235.84145393327591,28.51374990595982,-7.265750203455783,112.74850968758257
61,1459.2219482491219,130.73426197178813,89.86417788832325,-7.276133777968053,112.74476284762919
62,1566.98099780019,262.3943056299688,48.600624642717946,-7.267454383524932,112.73251223912857
63,4458.243904797331,195.96246716442062,45.95770947809971,-7.276380906501299,112.73124354288791
64,1880.916451079833,170.24781170574582,85.28954637118215,-7.269266962867399,112.73085663518542
65,4966.500153767753,257.8428565153977,20.473231429002503,-7.271113090692192,112.74714451277254
66,113.80302650639611,292.8605131442539,86.83230334048358,-7.2736947798923755,112.74388313517494
67,443.05903876851943,126.58205870393623,95.01625678223756,-7.273619736055985,112.74154476439864
68,4472.8688145785245,162.70992424535075,62.4948436134051,-7.2737782246126494,112.7337662297951
69,2350.6191739634014,191.9738042170932,36.31465091310992,-7.274778674826446,112.74041982144284
70,2582.4574746102016,133.23292825798023,52.893082617555564,-7.2661612040922465,112.74158168223504
71,1073.2248105318963,189.3109197071081,37.51562928846167,-7.279157395523341,112.74983082329899
72,4066.1357666359368,159.58951671052472,38.74983663431685,-7.273952310867116,112.73503680850703
73,1088.2934365888816,275.97684360484675,71.8709004945107,-7.26900554721577,112.74870724503953
74,629.6049274441588,178.6896026555039,73.8634339032114,-7.275963049514448,112.73702855806893
75,3331.4107281019574,113.7860929547961,67.84261367965684,-7.266200629158154,112.74704903470308
76,4740.075096014309,185.51068980407064,23.82932190899794,-7.262567341473334,112.73814526746698
77,355.8792439587636,98.47656468428607,71.10198101179866,-7.2752248989246535,112.73504095264454
78,856.1395921999041,101.38965564779451,89.60748854170117,-7.274347927855775,112.73412510709579
